id,title,option1,option2,option3,sku,requires_shipping,taxable,featured_image,available,price,grams,compare_at_price,position,product_id,updated_at,vendor,url,key,bio,productType,type,type_coffee,origin,beans
34440264263,8oz - Original (Plastic),8oz - Original (Plastic),,,Keep Cup 8oz (Plastic),True,True,"{'id': 27397143763, 'product_id': 9427969479, 'position': 1, 'created_at': '2017-05-26T11:57:52+02:00', 'updated_at': '2018-10-17T16:55:18+02:00', 'alt': 'The Barn Keep Cup small', 'width': 3568, 'height': 3568, 'src': 'https://cdn.shopify.com/s/files/1/0831/4141/products/THE_BARN_Keep_Cup_7727154d-1645-4013-8123-8be38113dec6.jpg?v=1539788118', 'variant_ids': [34440264263]}",True,10.0,200,,1,9427969479,2020-01-02 23:30:45+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<span data-sheets-value='{""1"":2,""2"":""Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.\n\nThe 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.\n\nAll of our cafés offer a 20 cent discount to anyone taking away their beverage in a reusable cup (KeepCup or otherwise).\n\nSmall\n- Volume: 227ml (8oz)\n- Material: LDPE plastic/polypropylene/silicone\n- Colour: Grey with white logo\n- Weight ????\n\nLarge\n- Volume: 340ml (12oz)\n- Material: LDPE plastic/polypropylene/silicone/glass\n- Colour: Glass/white\n- Weight ????""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.<br><br>The 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.<br><br>All of our cafés offer a 20 cent discount to anyone taking away their coffee beverage in a reusable cup (KeepCup or otherwise).<br><br><span style=""text-decoration: underline;"">Small</span><br></span></p>
<ul>
<li><span data-sheets-value='{""1"":2,""2"":""Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.\n\nThe 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.\n\nAll of our cafés offer a 20 cent discount to anyone taking away their beverage in a reusable cup (KeepCup or otherwise).\n\nSmall\n- Volume: 227ml (8oz)\n- Material: LDPE plastic/polypropylene/silicone\n- Colour: Grey with white logo\n- Weight ????\n\nLarge\n- Volume: 340ml (12oz)\n- Material: LDPE plastic/polypropylene/silicone/glass\n- Colour: Glass/white\n- Weight ????""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Volume: 227ml (8oz)</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.\n\nThe 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.\n\nAll of our cafés offer a 20 cent discount to anyone taking away their beverage in a reusable cup (KeepCup or otherwise).\n\nSmall\n- Volume: 227ml (8oz)\n- Material: LDPE plastic/polypropylene/silicone\n- Colour: Grey with white logo\n- Weight ????\n\nLarge\n- Volume: 340ml (12oz)\n- Material: LDPE plastic/polypropylene/silicone/glass\n- Colour: Glass/white\n- Weight ????""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Material: LDPE plastic/polypropylene/silicone</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.\n\nThe 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.\n\nAll of our cafés offer a 20 cent discount to anyone taking away their beverage in a reusable cup (KeepCup or otherwise).\n\nSmall\n- Volume: 227ml (8oz)\n- Material: LDPE plastic/polypropylene/silicone\n- Colour: Grey with white logo\n- Weight ????\n\nLarge\n- Volume: 340ml (12oz)\n- Material: LDPE plastic/polypropylene/silicone/glass\n- Colour: Glass/white\n- Weight ????""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Colour: Grey with white logo</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Half the plastic used in the world today is in single-use items. KeepCup’s mission is to reduce this by encouraging the use of reusable takeaway cups. Operating since 2009, they estimate that KeepCup users around the world now avoid using more than 5 million disposable cups every day.\n\nThe 227ml (8oz) size is perfect for a flat white or cappuccino. The larger glass version holds 340ml (12oz) and is great for lattes. All components in KeepCups are BPA and BPS free.\n\nAll of our cafés offer a 20 cent discount to anyone taking away their beverage in a reusable cup (KeepCup or otherwise).\n\nSmall\n- Volume: 227ml (8oz)\n- Material: LDPE plastic/polypropylene/silicone\n- Colour: Grey with white logo\n- Weight ????\n\nLarge\n- Volume: 340ml (12oz)\n- Material: LDPE plastic/polypropylene/silicone/glass\n- Colour: Glass/white\n- Weight ????""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Weight 93g</span></li>
</ul>
",Merchandise,Merchandise,,,0
34440263751,Default Title,Default Title,,,THE BARN Mug,True,True,,True,18.0,240,,1,9427969351,2020-01-03 20:58:55+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<span data-sheets-value='{""1"":2,""2"":""An über-cute THE BARN cup made from everlasting (and very trendy) enamel, decorated with our logo.\n\n- Volume: 350ml (12oz)\n- Material: Enamel\n- Colour: Black/white\n""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>An über-cute THE BARN cup made from everlasting (and very trendy) enamel, decorated with our logo.<br><br></span></p>
<ul>
<li><span data-sheets-value='{""1"":2,""2"":""An über-cute THE BARN cup made from everlasting (and very trendy) enamel, decorated with our logo.\n\n- Volume: 350ml (12oz)\n- Material: Enamel\n- Colour: Black/white\n""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Volume: 350ml (12oz)</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""An über-cute THE BARN cup made from everlasting (and very trendy) enamel, decorated with our logo.\n\n- Volume: 350ml (12oz)\n- Material: Enamel\n- Colour: Black/white\n""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Material: Enamel</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""An über-cute THE BARN cup made from everlasting (and very trendy) enamel, decorated with our logo.\n\n- Volume: 350ml (12oz)\n- Material: Enamel\n- Colour: Black/white\n""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Colour: Black/white</span></li>
</ul>
",Merchandise,Merchandise,,,0
34440263047,Default Title,Default Title,,,WorldAtlasOfCoffee,True,True,,True,29.0,400,,1,9427968967,2020-01-07 20:41:45+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<span data-sheets-value='{""1"":2,""2"":""Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process and the water used to make the brew are just a few of the factors that influence the taste of what we drink. \n\nIn The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.\n\n- Second edition\n- Hardcover\n- Pages: 272\n- Language: English""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process, and the water used to make the brew are just a few of the factors that influence the taste of what we drink. <br><br>In The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.<br><br></span></p>
<ul>
<li><span data-sheets-value='{""1"":2,""2"":""Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process and the water used to make the brew are just a few of the factors that influence the taste of what we drink. \n\nIn The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.\n\n- Second edition\n- Hardcover\n- Pages: 272\n- Language: English""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Second edition</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process and the water used to make the brew are just a few of the factors that influence the taste of what we drink. \n\nIn The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.\n\n- Second edition\n- Hardcover\n- Pages: 272\n- Language: English""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Hardcover</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process and the water used to make the brew are just a few of the factors that influence the taste of what we drink. \n\nIn The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.\n\n- Second edition\n- Hardcover\n- Pages: 272\n- Language: English""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Pages: 272</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Coffee has never been better, or more interesting, than it is today. Where coffee comes from, how it was harvested, the roasting process and the water used to make the brew are just a few of the factors that influence the taste of what we drink. \n\nIn The World Atlas of Coffee, champion barista and coffee expert James Hoffmann examines these key factors. Country by country he looks at varietals, the influence of terroir, harvesting and processing, roasting methods, and finally, brew methods.\n\n- Second edition\n- Hardcover\n- Pages: 272\n- Language: English""}' data-sheets-userformat='{""2"":957,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":[null,2,0]},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""11"":4,""12"":0}'>Language: English</span></li>
</ul>",Merchandise,Merchandise,,,0
34440262727,Default Title,Default Title,,,Acaia Lunar Scale,True,True,,True,269.0,740,,1,9427968711,2020-01-05 20:27:02+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"The Acaia Lunar Scale was designed to fit in the drip tray of an espresso machine. It is also perfect in size and functionality for filter brews. The Lunar has a durable, water-resistant aluminium body, so you can monitor the weight, time, and flow-rate. It has functions to automatically start the timer when the first drop hits the vessel on the scale.</p>

<ul>
<li>Accurate to 0.1g</li>
<li>Sensitive even to weight changes as a result of evaporation</li>
<li>Built-in auto-modes including automatic tare, start, and stop</li>
<li>Rechargeable USB power supply that lasts 20-30 hours</li>
<li>Mobile app compatible</li>
<li>2 year warranty</li>
<li>2000g capacity</li>
</ul>

",Equipment,Equipment,,,0
34440262535,Default Title,Default Title,,,Acaia Pearl Scale WHITE,True,True,,True,159.0,950,,1,9427968647,2019-11-30 20:33:30+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"The Acaia Pearl Scale is designed to accurately monitor the weight, time, and flow-rates as you brew coffee.</p>
<ul>
<li>0.02 second response time for instant readings</li>
<li>Accurate to 0.1g</li>
<li>Sensitive even to weight changes as a result of evaporation</li>
<li>Laboratory-grade technology means you can adjust stability to suit your environment</li>
<li>Built in timer to be synced with the Acaia App on your mobile phone</li>
<li>Rechargeable USB power supply that lasts 20-30 hours</li>
</ul>
",Equipment,Equipment,,,0
34440262151,Default Title,Default Title,,,Hario scale,True,True,,True,49.0,450,,1,9427968455,2020-01-08 03:13:15+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"The Hario Drip Scale is accurate and intuitive to use, making it the perfect scale for home brewing.</p>
<ul>
<li>Accurate to 0.1g</li>
<li>Built in timer</li>
<li>Holds a portafilter</li>
<li>Light and portable</li>
<li>Batteries included</li>
</ul>
",Equipment,Equipment,,,0
689362305043,Wenge Veneer,Wenge Veneer,,,Comandante Wenge Veneer,True,True,"{'id': 27397042707, 'product_id': 9427968391, 'position': 1, 'created_at': '2017-05-26T11:48:30+02:00', 'updated_at': '2019-04-10T13:16:00+02:00', 'alt': 'Comandante C40 Nitro Balde Grinder ', 'width': 3194, 'height': 3194, 'src': 'https://cdn.shopify.com/s/files/1/0831/4141/products/THE_BARN_Comandante_Grinder2-brighter_cf186469-0e40-43a2-a419-0ee6ed90d9b5.jpg?v=1554894960', 'variant_ids': [689362305043]}",False,230.0,1200,,1,9427968391,2020-01-02 11:55:55+01:00,The Barn Coffee Roasters,https://thebarn.de,0," </p>
<p style=""text-align: left;""><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/UN1X4ELC3-o"" frameborder=""0"" gesture=""media"" allow=""encrypted-media"" allowfullscreen=""""></iframe></p>
",Equipment,Equipment,,,0
31578788626512,1 person: 10. January 2019: 16:30-19:00,1 person: 10. January 2019: 16:30-19:00,,,LATTE ART,False,True,,True,95.0,0,,1,9427968007,2020-01-02 11:13:10+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>This workshop will help you fine tune your technique and get your patterns up to a professional level.</strong></p>
<table>
<tbody>
<tr>
<td><span><strong>Time</strong>:</span></td>
<td>Saturdays, 14.00pm - 16.30pm</td>
</tr>
<tr>
<td><span><strong>Duration</strong>:</span></td>
<td>2.5 Hours</td>
</tr>
<tr>
<td><span><strong>Language</strong>:</span></td>
<td>English</td>
</tr>
<tr>
<td><span><strong>Tutor</strong>:</span></td>
<td>Santo</td>
</tr>
<tr>
<td><span><strong>class size</strong>:</span></td>
<td>1-4 participants</td>
</tr>
</tbody>
</table>
",Workshops,Workshop,,,0
31578663157840,1 person: 10. January 2020: 13:30-16:00,1 person: 10. January 2020: 13:30-16:00,,,ESPRESSO SHOTS & MILK,False,True,,True,95.0,0,,1,9427967943,2020-01-02 11:10:38+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>Whether you’re starting out in the industry, an avid home barista, or just drink a lot of coffee, this workshop is great for anyone wanting to learn how to make the most out of an espresso machine.</strong></p>
<table>
<tbody>
<tr>
<td><span><strong>Time</strong>:</span></td>
<td>Saturdays, 10.30am - 13.00pm</td>
</tr>
<tr>
<td><span><strong>Duration</strong>:</span></td>
<td>2.5 Hours</td>
</tr>
<tr>
<td><span><strong>Language</strong>:</span></td>
<td>English</td>
</tr>
<tr>
<td><span><strong>Tutor</strong>:</span></td>
<td>Karolina or Rebecca<br>
</td>
</tr>
<tr>
<td><span><strong>Class size</strong>:</span></td>
<td>1-5 participants</td>
</tr>
</tbody>
</table>
",Workshops,Workshop,,,0
31578918912080,1 person: 12. January 2020: 16:30-19:00,1 person: 12. January 2020: 16:30-19:00,,,Sensory workshop,False,True,,True,90.0,0,,1,9427967815,2020-01-08 13:57:20+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>This practical and interactive workshop will teach you the essential skills needed for sensory evaluation of coffee.   </strong></p>
<table>
<tbody>
<tr>
<td><span><strong>Time</strong>:</span></td>
<td>14.30pm - 17.00pm</td>
</tr>
<tr>
<td><span><strong>Duration</strong>:</span></td>
<td>2.5 Hours</td>
</tr>
<tr>
<td><span><strong>Language</strong>:</span></td>
<td>English</td>
</tr>
<tr></tr>
<tr>
<td><span><strong>class size</strong>:</span></td>
<td>2-5 participants</td>
</tr>
</tbody>
</table>
",Workshops,Workshop,,,0
31578905346128,1 person: 12. January 2020: 13:00-15:30,1 person: 12. January 2020: 13:00-15:30,,,MANUAL BREWING,False,True,,True,80.0,0,,1,9427967751,2020-01-06 11:25:35+01:00,The Barn Coffee Roasters,https://thebarn.de,0,"<strong>This is the ideal workshop for the home barista who wants to gain a deeper understanding of filter brewing methods through hands-on experience.</strong></p>
<table>
<tbody>
<tr>
<td><span><strong>Time</strong>:</span></td>
<td>Sundays, 10.30am - 13.00pm</td>
</tr>
<tr>
<td><span><strong>Duration</strong>:</span></td>
<td>2.5 Hours</td>
</tr>
<tr>
<td><span><strong>Language</strong>:</span></td>
<td>English</td>
</tr>
<tr>
<td><span><strong>Tutor</strong>:</span></td>
<td>Josef</td>
</tr>
<tr>
<td><span><strong>class size</strong>:</span></td>
<td>1-5 participants</td>
</tr>
</tbody>
</table>
",Workshops,Workshop,,,0
7740797288499,Default Title,Default Title,,,,True,True,,True,58.9,800,,1,611555180595,2020-01-08 12:40:44+01:00,Chemex,https://www.dropcoffee.com,1,"<span>The Chemex brews a clean cup due to it's fine and high-quality paper filters.<br>With no parts to misplace, the classic design of this Chemex has remained unchanged since its invention in 1941.<br><br></span><span>The Chemex is easy to use and easy on the eyes. It is housed in the MOMA permanent design collection —it also lives on most of our kitchen counters, too. It brews a clean cup and maintains body and balanced floral notes.<br><br>Remember! </span>Filter papers are sold separately and we would recommend using <a href=""https://www.dropcoffee.com/products/chemex-unfolded-round-paper-filters-12-30-5cm"">these</a> ones.</p>",Brewing Equipment,Brew,Chemex,Coffee filter,0
31340785172615,"Ana Sora Washed, Ethiopia 250g","Ana Sora Washed, Ethiopia 250g",,,,True,True,"{'id': 13662406508679, 'product_id': 4396008734855, 'position': 27, 'created_at': '2019-12-11T15:00:52+01:00', 'updated_at': '2019-12-30T11:10:15+01:00', 'alt': None, 'width': 2000, 'height': 2000, 'src': 'https://cdn.shopify.com/s/files/1/0235/7459/products/Ana_Sora_Wash1.jpg?v=1577700615', 'variant_ids': [31340785172615, 31340785205383]}",True,14.725,250,0.00,1,4396008734855,2020-01-08 10:26:15+01:00,Drop Coffee,https://www.dropcoffee.com,1,"<span><b></b></span><span><b>Flavour profile:<span class=""Apple-converted-space""> </span></b><span class=""Apple-converted-space"">A cup full of citrus fruit, notes of lemon zest with a hint of papaya and white florals, and a lasting vibrant acidity.</span><b><br>Colour: <span style=""color: #86cd6a;"">Pastel <strong>green</strong></span><br>Category: </b>Curious<b><br>Farm:</b> Ana Sora<br></span><span><b>Producer:</b> Israel Degfa<span class=""Apple-converted-space""> </span></span><span><br></span><span><b>Varietal: </b>Heirloom 74120 and Indigenous wild varieties<br></span><span><b>Processing:</b> Washed<br></span><span><b>Area:</b> Guji zone<br></span><span><b>Nearest town:</b> Yirgacheffe<br></span><span><b>Founding year:</b> 2013<br></span><span><b>Altitude:</b> 1,900 – 2,350 m.a.s.l.<br></span><span><b>Farm size:</b> 250 hectares, of which 150 hectares are coffee.</span><span><span class=""Apple-converted-space""><br></span></span><span><b>Roast style:</b> Light to medium to enhance the natural sweetness of the coffee.</span></p>
",Coffee,Anasora,buy speciality coffee,Coffee,0
